dataset,partition,client_id,mean_effective_lambda,observations,source
ImageNet100-64,beta_0.3,5,0.21169805526733398,1,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/imagenet100_64/imagenet100_64/beta_0.3/seed0/adaptive_js_client/imagenet100_64_dataset_imagenet100_64_beta_0.3_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
ImageNet100-64,beta_0.3,6,0.22128498802582422,6,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/imagenet100_64/imagenet100_64/beta_0.3/seed0/adaptive_js_client/imagenet100_64_dataset_imagenet100_64_beta_0.3_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
ImageNet100-64,beta_0.3,7,0.22192895412445068,4,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/imagenet100_64/imagenet100_64/beta_0.3/seed0/adaptive_js_client/imagenet100_64_dataset_imagenet100_64_beta_0.3_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
ImageNet100-64,beta_0.3,8,0.22021376714110374,4,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/imagenet100_64/imagenet100_64/beta_0.3/seed0/adaptive_js_client/imagenet100_64_dataset_imagenet100_64_beta_0.3_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
ImageNet100-64,beta_0.3,9,0.24045413732528687,4,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/imagenet100_64/imagenet100_64/beta_0.3/seed0/adaptive_js_client/imagenet100_64_dataset_imagenet100_64_beta_0.3_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
ImageNet100-64,beta_0.3,10,0.16123716533184052,3,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/imagenet100_64/imagenet100_64/beta_0.3/seed0/adaptive_js_client/imagenet100_64_dataset_imagenet100_64_beta_0.3_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
ImageNet100-64,beta_0.3,11,0.2555557429790497,5,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/imagenet100_64/imagenet100_64/beta_0.3/seed0/adaptive_js_client/imagenet100_64_dataset_imagenet100_64_beta_0.3_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
ImageNet100-64,beta_0.3,12,0.2327580451965332,1,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/imagenet100_64/imagenet100_64/beta_0.3/seed0/adaptive_js_client/imagenet100_64_dataset_imagenet100_64_beta_0.3_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
ImageNet100-64,beta_0.3,13,0.21088705956935883,2,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/imagenet100_64/imagenet100_64/beta_0.3/seed0/adaptive_js_client/imagenet100_64_dataset_imagenet100_64_beta_0.3_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
ImageNet100-64,beta_0.3,14,0.22317510098218918,2,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/imagenet100_64/imagenet100_64/beta_0.3/seed0/adaptive_js_client/imagenet100_64_dataset_imagenet100_64_beta_0.3_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
ImageNet100-64,beta_0.3,15,0.2354808121919632,5,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/imagenet100_64/imagenet100_64/beta_0.3/seed0/adaptive_js_client/imagenet100_64_dataset_imagenet100_64_beta_0.3_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
ImageNet100-64,beta_0.3,16,0.2083249737819036,3,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/imagenet100_64/imagenet100_64/beta_0.3/seed0/adaptive_js_client/imagenet100_64_dataset_imagenet100_64_beta_0.3_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
ImageNet100-64,beta_0.3,17,0.21423699706792831,2,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/imagenet100_64/imagenet100_64/beta_0.3/seed0/adaptive_js_client/imagenet100_64_dataset_imagenet100_64_beta_0.3_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
ImageNet100-64,beta_0.3,19,0.2138107270002365,2,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/imagenet100_64/imagenet100_64/beta_0.3/seed0/adaptive_js_client/imagenet100_64_dataset_imagenet100_64_beta_0.3_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
ImageNet100-64,beta_0.3,21,0.26321787635485333,3,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/imagenet100_64/imagenet100_64/beta_0.3/seed0/adaptive_js_client/imagenet100_64_dataset_imagenet100_64_beta_0.3_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
ImageNet100-64,beta_0.3,22,0.22832368314266205,4,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/imagenet100_64/imagenet100_64/beta_0.3/seed0/adaptive_js_client/imagenet100_64_dataset_imagenet100_64_beta_0.3_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
ImageNet100-64,beta_0.3,23,0.23456000909209251,4,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/imagenet100_64/imagenet100_64/beta_0.3/seed0/adaptive_js_client/imagenet100_64_dataset_imagenet100_64_beta_0.3_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
ImageNet100-64,beta_0.3,24,0.20234374701976776,1,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/imagenet100_64/imagenet100_64/beta_0.3/seed0/adaptive_js_client/imagenet100_64_dataset_imagenet100_64_beta_0.3_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
ImageNet100-64,beta_0.3,25,0.20803109449999674,7,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/imagenet100_64/imagenet100_64/beta_0.3/seed0/adaptive_js_client/imagenet100_64_dataset_imagenet100_64_beta_0.3_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
ImageNet100-64,beta_0.3,26,0.24297383427619934,6,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/imagenet100_64/imagenet100_64/beta_0.3/seed0/adaptive_js_client/imagenet100_64_dataset_imagenet100_64_beta_0.3_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
ImageNet100-64,beta_0.3,27,0.2343803435564041,5,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/imagenet100_64/imagenet100_64/beta_0.3/seed0/adaptive_js_client/imagenet100_64_dataset_imagenet100_64_beta_0.3_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
ImageNet100-64,beta_0.3,28,0.20770202577114105,1,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/imagenet100_64/imagenet100_64/beta_0.3/seed0/adaptive_js_client/imagenet100_64_dataset_imagenet100_64_beta_0.3_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
ImageNet100-64,beta_0.3,29,0.21060334146022797,2,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/imagenet100_64/imagenet100_64/beta_0.3/seed0/adaptive_js_client/imagenet100_64_dataset_imagenet100_64_beta_0.3_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
ImageNet100-64,beta_0.3,30,0.23710188269615173,2,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/imagenet100_64/imagenet100_64/beta_0.3/seed0/adaptive_js_client/imagenet100_64_dataset_imagenet100_64_beta_0.3_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
ImageNet100-64,beta_0.3,31,0.23470712204774222,3,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/imagenet100_64/imagenet100_64/beta_0.3/seed0/adaptive_js_client/imagenet100_64_dataset_imagenet100_64_beta_0.3_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
ImageNet100-64,beta_0.3,32,0.23102101311087608,4,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/imagenet100_64/imagenet100_64/beta_0.3/seed0/adaptive_js_client/imagenet100_64_dataset_imagenet100_64_beta_0.3_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
ImageNet100-64,beta_0.3,33,0.22300683706998825,2,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/imagenet100_64/imagenet100_64/beta_0.3/seed0/adaptive_js_client/imagenet100_64_dataset_imagenet100_64_beta_0.3_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
ImageNet100-64,beta_0.3,34,0.22221646706263223,3,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/imagenet100_64/imagenet100_64/beta_0.3/seed0/adaptive_js_client/imagenet100_64_dataset_imagenet100_64_beta_0.3_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
ImageNet100-64,beta_0.3,35,0.2257670760154724,1,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/imagenet100_64/imagenet100_64/beta_0.3/seed0/adaptive_js_client/imagenet100_64_dataset_imagenet100_64_beta_0.3_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
ImageNet100-64,beta_0.3,36,0.23950898945331572,5,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/imagenet100_64/imagenet100_64/beta_0.3/seed0/adaptive_js_client/imagenet100_64_dataset_imagenet100_64_beta_0.3_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
ImageNet100-64,beta_0.3,37,0.22766923531889915,4,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/imagenet100_64/imagenet100_64/beta_0.3/seed0/adaptive_js_client/imagenet100_64_dataset_imagenet100_64_beta_0.3_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
ImageNet100-64,beta_0.3,38,0.2187637984752655,1,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/imagenet100_64/imagenet100_64/beta_0.3/seed0/adaptive_js_client/imagenet100_64_dataset_imagenet100_64_beta_0.3_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
ImageNet100-64,beta_0.3,39,0.24300037324428558,2,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/imagenet100_64/imagenet100_64/beta_0.3/seed0/adaptive_js_client/imagenet100_64_dataset_imagenet100_64_beta_0.3_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
ImageNet100-64,beta_0.3,40,0.21661429107189178,3,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/imagenet100_64/imagenet100_64/beta_0.3/seed0/adaptive_js_client/imagenet100_64_dataset_imagenet100_64_beta_0.3_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
ImageNet100-64,beta_0.3,41,0.20086423680186272,4,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/imagenet100_64/imagenet100_64/beta_0.3/seed0/adaptive_js_client/imagenet100_64_dataset_imagenet100_64_beta_0.3_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
ImageNet100-64,beta_0.3,42,0.2085401602089405,4,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/imagenet100_64/imagenet100_64/beta_0.3/seed0/adaptive_js_client/imagenet100_64_dataset_imagenet100_64_beta_0.3_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
ImageNet100-64,beta_0.3,43,0.21655894815921783,2,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/imagenet100_64/imagenet100_64/beta_0.3/seed0/adaptive_js_client/imagenet100_64_dataset_imagenet100_64_beta_0.3_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
ImageNet100-64,beta_0.3,44,0.23125444565500533,7,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/imagenet100_64/imagenet100_64/beta_0.3/seed0/adaptive_js_client/imagenet100_64_dataset_imagenet100_64_beta_0.3_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
ImageNet100-64,beta_0.3,45,0.24313915272553763,3,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/imagenet100_64/imagenet100_64/beta_0.3/seed0/adaptive_js_client/imagenet100_64_dataset_imagenet100_64_beta_0.3_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
ImageNet100-64,beta_0.3,46,0.22502657771110535,2,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/imagenet100_64/imagenet100_64/beta_0.3/seed0/adaptive_js_client/imagenet100_64_dataset_imagenet100_64_beta_0.3_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
ImageNet100-64,beta_0.3,47,0.14229647815227509,1,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/imagenet100_64/imagenet100_64/beta_0.3/seed0/adaptive_js_client/imagenet100_64_dataset_imagenet100_64_beta_0.3_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
ImageNet100-64,beta_0.3,48,0.19003145396709442,2,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/imagenet100_64/imagenet100_64/beta_0.3/seed0/adaptive_js_client/imagenet100_64_dataset_imagenet100_64_beta_0.3_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
ImageNet100-64,beta_0.3,49,0.2056332528591156,1,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/imagenet100_64/imagenet100_64/beta_0.3/seed0/adaptive_js_client/imagenet100_64_dataset_imagenet100_64_beta_0.3_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
ImageNet100-64,beta_0.3,50,0.21631159633398056,2,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/imagenet100_64/imagenet100_64/beta_0.3/seed0/adaptive_js_client/imagenet100_64_dataset_imagenet100_64_beta_0.3_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
ImageNet100-64,beta_0.3,51,0.22918898363908133,3,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/imagenet100_64/imagenet100_64/beta_0.3/seed0/adaptive_js_client/imagenet100_64_dataset_imagenet100_64_beta_0.3_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
ImageNet100-64,beta_0.3,52,0.2093478043874105,3,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/imagenet100_64/imagenet100_64/beta_0.3/seed0/adaptive_js_client/imagenet100_64_dataset_imagenet100_64_beta_0.3_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
ImageNet100-64,beta_0.3,53,0.2116445004940033,1,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/imagenet100_64/imagenet100_64/beta_0.3/seed0/adaptive_js_client/imagenet100_64_dataset_imagenet100_64_beta_0.3_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
ImageNet100-64,beta_0.3,54,0.23594233021140099,4,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/imagenet100_64/imagenet100_64/beta_0.3/seed0/adaptive_js_client/imagenet100_64_dataset_imagenet100_64_beta_0.3_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
ImageNet100-64,beta_0.3,55,0.18543956577777862,5,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/imagenet100_64/imagenet100_64/beta_0.3/seed0/adaptive_js_client/imagenet100_64_dataset_imagenet100_64_beta_0.3_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
ImageNet100-64,beta_0.3,56,0.222104724496603,4,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/imagenet100_64/imagenet100_64/beta_0.3/seed0/adaptive_js_client/imagenet100_64_dataset_imagenet100_64_beta_0.3_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
ImageNet100-64,beta_0.3,57,0.1956014335155487,4,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/imagenet100_64/imagenet100_64/beta_0.3/seed0/adaptive_js_client/imagenet100_64_dataset_imagenet100_64_beta_0.3_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
ImageNet100-64,beta_0.3,58,0.2592438757419586,5,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/imagenet100_64/imagenet100_64/beta_0.3/seed0/adaptive_js_client/imagenet100_64_dataset_imagenet100_64_beta_0.3_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
ImageNet100-64,beta_0.3,59,0.2197374701499939,2,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/imagenet100_64/imagenet100_64/beta_0.3/seed0/adaptive_js_client/imagenet100_64_dataset_imagenet100_64_beta_0.3_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
ImageNet100-64,beta_0.3,60,0.22761976718902588,5,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/imagenet100_64/imagenet100_64/beta_0.3/seed0/adaptive_js_client/imagenet100_64_dataset_imagenet100_64_beta_0.3_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
ImageNet100-64,beta_0.3,61,0.2281007468700409,1,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/imagenet100_64/imagenet100_64/beta_0.3/seed0/adaptive_js_client/imagenet100_64_dataset_imagenet100_64_beta_0.3_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
ImageNet100-64,beta_0.3,62,0.1924525499343872,3,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/imagenet100_64/imagenet100_64/beta_0.3/seed0/adaptive_js_client/imagenet100_64_dataset_imagenet100_64_beta_0.3_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
ImageNet100-64,beta_0.3,63,0.21832623581091562,3,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/imagenet100_64/imagenet100_64/beta_0.3/seed0/adaptive_js_client/imagenet100_64_dataset_imagenet100_64_beta_0.3_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
ImageNet100-64,beta_0.3,64,0.19645654410123825,2,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/imagenet100_64/imagenet100_64/beta_0.3/seed0/adaptive_js_client/imagenet100_64_dataset_imagenet100_64_beta_0.3_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
ImageNet100-64,beta_0.3,65,0.19958892837166786,4,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/imagenet100_64/imagenet100_64/beta_0.3/seed0/adaptive_js_client/imagenet100_64_dataset_imagenet100_64_beta_0.3_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
ImageNet100-64,beta_0.3,66,0.23107967525720596,2,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/imagenet100_64/imagenet100_64/beta_0.3/seed0/adaptive_js_client/imagenet100_64_dataset_imagenet100_64_beta_0.3_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
ImageNet100-64,beta_0.3,67,0.22492514550685883,2,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/imagenet100_64/imagenet100_64/beta_0.3/seed0/adaptive_js_client/imagenet100_64_dataset_imagenet100_64_beta_0.3_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
ImageNet100-64,beta_0.3,68,0.23941025137901306,1,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/imagenet100_64/imagenet100_64/beta_0.3/seed0/adaptive_js_client/imagenet100_64_dataset_imagenet100_64_beta_0.3_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
ImageNet100-64,beta_0.3,69,0.2296762125832694,7,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/imagenet100_64/imagenet100_64/beta_0.3/seed0/adaptive_js_client/imagenet100_64_dataset_imagenet100_64_beta_0.3_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
ImageNet100-64,beta_0.3,70,0.21851887021745955,7,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/imagenet100_64/imagenet100_64/beta_0.3/seed0/adaptive_js_client/imagenet100_64_dataset_imagenet100_64_beta_0.3_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
ImageNet100-64,beta_0.3,71,0.22143538296222687,2,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/imagenet100_64/imagenet100_64/beta_0.3/seed0/adaptive_js_client/imagenet100_64_dataset_imagenet100_64_beta_0.3_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
ImageNet100-64,beta_0.3,72,0.199739009141922,2,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/imagenet100_64/imagenet100_64/beta_0.3/seed0/adaptive_js_client/imagenet100_64_dataset_imagenet100_64_beta_0.3_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
ImageNet100-64,beta_0.3,74,0.21696837743123373,3,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/imagenet100_64/imagenet100_64/beta_0.3/seed0/adaptive_js_client/imagenet100_64_dataset_imagenet100_64_beta_0.3_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
ImageNet100-64,beta_0.3,75,0.21000728011131287,5,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/imagenet100_64/imagenet100_64/beta_0.3/seed0/adaptive_js_client/imagenet100_64_dataset_imagenet100_64_beta_0.3_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
ImageNet100-64,beta_0.3,76,0.23416932821273803,5,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/imagenet100_64/imagenet100_64/beta_0.3/seed0/adaptive_js_client/imagenet100_64_dataset_imagenet100_64_beta_0.3_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
ImageNet100-64,beta_0.3,77,0.1694566160440445,2,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/imagenet100_64/imagenet100_64/beta_0.3/seed0/adaptive_js_client/imagenet100_64_dataset_imagenet100_64_beta_0.3_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
ImageNet100-64,beta_0.3,78,0.2075987160205841,1,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/imagenet100_64/imagenet100_64/beta_0.3/seed0/adaptive_js_client/imagenet100_64_dataset_imagenet100_64_beta_0.3_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
ImageNet100-64,beta_0.3,79,0.22481713195641836,3,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/imagenet100_64/imagenet100_64/beta_0.3/seed0/adaptive_js_client/imagenet100_64_dataset_imagenet100_64_beta_0.3_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
ImageNet100-64,beta_0.3,80,0.242690771818161,2,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/imagenet100_64/imagenet100_64/beta_0.3/seed0/adaptive_js_client/imagenet100_64_dataset_imagenet100_64_beta_0.3_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
ImageNet100-64,beta_0.3,81,0.21703878045082092,3,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/imagenet100_64/imagenet100_64/beta_0.3/seed0/adaptive_js_client/imagenet100_64_dataset_imagenet100_64_beta_0.3_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
ImageNet100-64,beta_0.3,82,0.21142754703760147,2,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/imagenet100_64/imagenet100_64/beta_0.3/seed0/adaptive_js_client/imagenet100_64_dataset_imagenet100_64_beta_0.3_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
ImageNet100-64,beta_0.3,83,0.23163525760173798,1,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/imagenet100_64/imagenet100_64/beta_0.3/seed0/adaptive_js_client/imagenet100_64_dataset_imagenet100_64_beta_0.3_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
